HIDRoot12	MorexRoot12	HIDRoot11	RumRhizo12	RumRoot11	MorexRoot11	RumRoot10	HIDRhizo12	MorexRhizo10	HIDRhizo11	RumRhizo10	HIDRoot10	Bulk10	MorexRhizo11	MorexRhizo12	HIDRhizo10	MorexRoot10	RumRhizo11	RumRoot12	Bulk11	Bulk12	MorexRhizo20	RumRhizo21	RumRoot22	MorexRhizo22	RumRhizo20	MorexRhizo23	HIDRhizo21	MorexRoot23	MorexRoot20	Bulk23	Bulk20	RumRoot20	HIDRoot20	Bulk22	MorexRoot22	HIDRhizo22	HIDRoot21	HIDRoot22	RumRhizo22	RumRoot21	HIDRhizo20
OTU108	0	5	0	5	0	4	1	5	0	2	0	3	0	0	0	1	1	1	0	0	2	2	0	0	3	12	2	1	4	4	2	5	0	0	3	0	1	2	1	0	0	3
OTU645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU246	1	0	4	1	1	2	7	1	3	0	1	1	0	1	0	1	0	0	1	0	0	5	1	1	1	3	1	2	3	3	6	3	1	0	2	0	1	2	0	1	0	1
OTU319	0	0	0	1	0	0	0	1	0	0	1	1	3	0	0	0	1	0	0	0	0	4	0	1	1	0	0	2	0	0	11	12	0	0	9	0	1	0	0	1	0	2
OTU151	5	3	13	4	4	3	5	4	0	1	1	29	0	1	2	2	1	3	3	2	3	0	2	0	1	3	0	0	0	4	0	4	1	2	1	0	0	2	0	0	0	0
OTU767	1	0	0	3	0	1	0	0	0	3	0	5	1	5	0	2	0	0	0	1	1	0	0	0	1	0	2	0	0	1	3	2	0	0	1	0	0	0	0	0	1	0
OTU211	1	3	0	3	0	0	0	2	0	0	1	3	2	1	5	6	0	1	0	1	4	4	0	0	2	2	2	2	1	0	14	21	0	0	12	0	2	0	0	0	0	1
OTU383	1	2	0	0	3	1	11	1	3	3	2	3	0	0	0	0	1	1	0	0	0	0	0	0	3	0	0	1	1	1	0	0	0	4	0	0	0	0	5	0	5	1
OTU230	0	0	5	4	0	0	0	4	1	1	4	3	0	2	4	3	1	0	0	4	2	2	1	0	0	1	0	2	1	0	1	5	0	0	4	0	1	0	0	0	2	1
OTU815	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU363	0	0	0	1	0	0	0	0	0	0	0	0	2	1	0	4	1	0	0	1	1	0	1	0	0	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1
OTU953	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU742	1	2	3	2	0	0	2	3	2	5	4	5	1	1	0	2	0	0	1	0	5	6	2	0	2	0	0	0	1	0	6	10	0	2	8	0	1	2	0	0	0	1
OTU437	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2	1	0	1	0	1	0	0	1	0	0	0	0	1	1	4	0	0	0
OTU1264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU567	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0
OTU442	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	1	0	0	0	0	0	2	0	1	1	0	0	0	1	0	5	5	0	0	11	0	0	0	0	0	0	2
OTU269	2	0	2	1	0	0	3	1	4	0	0	8	0	0	0	1	1	0	0	0	0	0	0	1	0	1	0	0	1	3	0	0	0	0	0	0	1	0	0	0	1	2
OTU67	1	0	4	3	2	3	3	0	1	0	0	1	0	0	0	0	0	2	1	0	0	2	6	5	6	4	121	2	3	9	0	0	5	3	1	6	1	1	3	7	7	4
OTU234	0	1	0	4	0	0	3	5	2	1	1	2	2	2	1	3	3	1	0	1	3	2	0	1	1	3	1	1	0	0	9	11	0	0	3	0	2	0	0	1	0	0
OTU154	2	3	0	4	1	0	2	0	0	0	3	1	0	1	2	1	2	0	0	1	0	3	3	1	0	0	2	1	0	0	4	3	0	2	9	0	0	0	0	1	0	0
OTU701	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1102	0	0	1	1	1	2	1	0	0	2	0	3	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
OTU161	0	0	0	2	0	0	0	2	1	0	1	0	2	2	4	0	1	0	0	3	1	3	0	0	1	2	1	0	0	1	4	16	0	0	8	0	5	0	0	0	0	2
OTU799	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU426	0	0	1	0	1	0	1	1	0	2	1	1	1	1	0	2	1	1	1	3	3	1	0	0	2	3	0	0	0	0	3	5	0	1	4	0	0	0	0	0	0	1
OTU106	1	2	8	1	1	1	3	0	2	1	3	2	0	1	3	0	3	0	0	0	0	1	2	3	0	1	1	1	3	4	0	0	2	2	5	1	1	4	3	1	3	1
OTU183	0	0	3	2	0	0	0	3	0	4	0	0	0	0	3	2	6	1	0	4	2	7	1	0	4	4	3	1	0	0	9	21	1	1	6	0	2	0	1	2	0	5
OTU729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU204	1	0	0	5	1	0	0	3	3	4	2	0	4	1	2	2	0	1	0	0	9	15	1	0	0	17	0	0	0	0	5	15	0	0	13	0	2	0	0	0	0	2
OTU180	3	4	3	7	7	6	3	3	1	1	1	9	1	5	3	6	2	1	1	4	1	4	0	0	1	18	1	0	1	2	5	9	0	1	5	2	0	2	1	3	0	2
OTU939	0	0	2	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0
OTU509	0	2	0	3	0	1	0	1	2	3	0	1	0	0	1	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	4	5	0	0	6	0	1	0	0	1	0	0
OTU375	0	0	0	2	0	0	0	0	0	1	1	1	1	0	1	0	1	0	0	0	0	3	2	0	1	2	0	1	0	0	8	8	0	0	6	0	0	0	0	0	0	0
OTU1048	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
OTU892	0	0	1	3	1	0	0	0	0	0	0	0	0	1	2	1	0	0	0	2	1	1	0	0	1	1	0	1	0	0	3	6	0	0	5	0	0	0	0	1	0	1
OTU559	0	0	0	1	0	0	0	0	0	4	1	0	0	0	0	1	0	0	0	3	0	2	0	0	0	2	0	0	0	0	1	8	0	0	5	0	0	0	1	0	0	0
OTU119	0	0	0	6	0	0	0	4	1	1	6	1	1	2	2	6	0	1	0	6	4	2	0	0	1	1	0	0	0	0	5	13	0	0	5	0	2	1	0	1	1	3
OTU198	0	0	1	2	0	0	1	3	1	0	0	1	0	0	0	4	1	0	0	1	0	1	1	0	2	0	2	1	0	0	1	3	0	2	1	1	0	1	1	0	0	2
OTU203	0	1	2	0	0	1	2	0	2	1	0	0	0	1	4	0	0	0	0	0	0	3	1	5	2	1	3	0	0	13	1	3	0	7	4	0	1	4	4	4	5	4
OTU408	0	0	0	1	0	0	1	2	0	0	0	0	0	0	0	1	0	0	0	1	0	2	0	0	0	2	0	0	0	0	3	2	1	0	10	0	0	2	0	0	0	0
OTU901	0	0	0	0	0	1	2	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU544	1	8	0	6	3	5	5	2	0	1	0	3	0	2	6	3	2	0	6	0	0	2	2	1	1	0	0	0	0	1	0	0	1	0	0	0	1	3	1	1	3	0
OTU165	1	1	1	1	0	0	0	1	0	3	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	7	3	1	0	2	2	9	0	0	7	0	1	0	0	0	0	3
OTU243	3	0	0	4	0	3	1	4	0	1	1	0	0	1	1	0	1	0	0	0	0	1	1	1	1	3	3	0	6	2	0	1	3	2	2	5	1	3	0	0	1	3
OTU75	1	5	3	5	0	5	2	3	1	0	1	8	2	2	1	3	1	0	2	3	1	8	2	28	7	5	1	7	65	42	14	11	38	38	10	32	6	39	20	2	26	3
OTU135	0	0	3	5	1	1	4	1	2	2	2	3	0	1	4	0	0	1	1	3	2	3	4	0	0	0	5	1	1	4	3	8	1	2	3	1	1	0	1	0	0	0
OTU778	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	1
OTU473	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	2	0	0	1	0	0	0	0	0	0	1
OTU212	0	0	0	3	3	0	1	2	2	2	3	1	0	0	0	1	0	0	1	0	2	0	0	0	1	3	2	0	0	1	3	10	0	0	7	0	0	0	0	1	0	1
OTU654	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU419	1	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	1	0	3	0	0	0	0	0	0	0	2	1	0	0	0	1	0	1	0	1
OTU401	3	4	0	1	1	2	2	0	3	0	2	5	0	0	3	0	2	1	1	1	0	1	0	0	0	1	0	0	0	3	3	4	0	0	2	0	6	3	0	0	0	0
OTU789	1	0	0	3	1	1	1	10	0	2	0	5	2	2	3	1	1	2	0	3	0	7	1	0	0	2	0	4	1	1	1	13	0	0	25	0	0	0	0	2	0	2
OTU776	1	0	0	2	0	0	0	5	1	2	0	0	2	1	1	1	0	1	0	0	4	2	0	0	2	0	0	0	1	0	1	5	0	0	8	0	1	0	0	1	0	0
OTU147	0	0	0	3	2	3	1	4	7	1	0	3	0	0	0	1	0	1	1	1	0	1	1	2	2	8	0	0	1	1	0	1	2	0	1	0	3	0	3	0	0	4
OTU512	0	0	5	3	4	0	2	3	2	4	2	3	2	1	4	4	0	2	0	8	5	8	2	0	1	3	3	0	2	1	7	34	2	2	27	2	1	0	0	0	1	10
OTU606	0	0	2	3	0	0	4	1	0	1	3	1	2	0	2	3	0	0	0	0	2	1	0	0	0	2	0	1	1	1	6	7	0	2	2	1	0	0	1	1	0	0
OTU42	17	17	4	8	13	14	9	6	12	4	3	26	2	1	7	0	7	2	5	4	5	30	5	6	12	5	14	6	12	14	1	6	16	7	1	16	3	9	27	4	2	1
OTU111	1	1	3	9	1	0	0	7	0	7	0	3	2	2	3	6	1	3	1	9	8	4	2	0	1	5	2	1	3	1	19	32	0	0	24	0	0	1	1	0	0	3
OTU118	0	3	2	3	0	2	1	2	2	4	1	2	1	5	4	5	2	0	0	4	1	4	0	0	0	8	1	3	0	0	5	7	0	0	8	0	0	2	0	0	0	1
OTU521	0	0	8	2	2	0	2	4	0	2	2	8	0	0	1	1	1	1	0	0	6	1	2	0	2	2	1	1	0	0	5	7	0	1	3	0	0	0	0	1	0	1
OTU980	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	3	1	0	0	2	3	0	0	1	0	1	0	0
OTU884	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU299	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	2	1	1	0	0	0	1	0	0	0	0	3	2	0	0	4	0	0	0	0	0	0	0
OTU91	0	1	0	6	1	1	2	5	3	4	0	2	6	1	3	5	0	3	0	6	5	4	0	1	3	3	5	5	0	2	12	7	0	0	14	1	3	1	0	0	0	3
OTU381	2	1	1	0	0	0	0	1	0	1	0	0	0	0	1	3	1	0	0	1	4	0	0	0	2	0	1	2	0	0	3	2	0	0	0	0	0	0	2	0	1	0
OTU635	0	0	1	1	2	4	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	2	0	0	0	1	0	0	0	2	0	3
OTU566	0	0	1	1	0	2	0	0	1	0	0	2	0	2	0	0	0	1	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1209	0	0	0	0	1	0	0	1	0	2	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0
OTU994	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU44	3	11	3	10	1	6	2	7	1	3	0	4	1	3	8	6	1	5	2	15	4	8	1	0	7	6	5	8	1	6	33	30	0	0	73	1	3	1	0	1	0	10
OTU1313	0	2	1	2	1	0	0	0	0	4	2	4	0	0	1	4	1	1	0	0	0	3	3	0	5	6	2	0	1	2	0	1	1	1	0	1	2	1	2	0	5	1
OTU302	1	1	0	2	0	0	0	3	0	0	0	2	0	0	1	2	0	2	0	6	6	2	0	0	2	3	0	0	1	0	6	6	0	0	6	0	2	0	0	0	0	0
OTU732	0	1	0	2	0	2	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	4	1	0	0	0	0	0	0
OTU999	3	1	2	2	8	1	1	2	0	6	2	10	0	0	3	3	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU93	7	1	4	4	29	0	6	9	0	4	3	8	0	0	3	0	1	2	0	0	0	13	5	4	3	12	4	7	1	9	1	0	1	12	0	6	1	16	5	6	3	13
OTU955	0	0	2	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU249	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	7	0	0	0	0	1	1	0	0	0	1	1	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0
OTU192	0	3	1	7	0	1	1	0	2	5	1	1	0	0	3	1	2	3	1	8	1	2	1	0	7	9	2	1	1	4	20	14	0	2	23	0	2	2	0	0	0	6
OTU126	1	1	0	3	0	0	1	14	2	5	3	4	1	1	11	8	0	1	0	3	7	2	1	0	5	3	3	5	0	0	5	14	0	0	23	0	2	1	0	1	0	1
OTU1265	0	0	0	0	0	0	0	0	1	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0
OTU1288	0	0	0	0	0	0	0	0	1	0	1	2	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU603	1	4	1	3	1	1	4	2	1	1	2	6	1	0	1	4	0	1	0	4	1	8	0	1	13	5	0	0	0	5	16	14	0	0	35	1	7	1	3	0	0	5
OTU538	1	1	0	3	1	0	0	0	1	1	1	1	1	0	1	2	0	0	0	0	0	1	0	0	1	0	2	0	0	0	2	5	1	0	8	1	0	0	0	0	0	3
OTU360	0	0	1	0	0	0	0	2	1	2	1	2	2	1	0	4	0	0	0	0	0	0	1	0	0	1	1	0	0	1	4	8	0	0	4	0	1	0	1	1	0	0
OTU171	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	4	2	2	2	5	0	0	0	2	10	10	1	0	8	0	0	1	0	0	0	2
OTU47	1	2	1	8	1	2	1	6	4	10	0	3	0	1	3	6	2	1	0	5	5	13	3	1	10	5	3	7	0	2	58	67	4	0	113	0	14	3	0	6	1	14
OTU117	0	0	1	10	0	1	0	4	5	9	6	0	10	1	5	14	0	2	0	3	2	3	1	0	5	8	0	3	0	0	20	10	1	1	15	0	0	1	1	2	0	4
OTU1030	0	0	0	0	0	0	0	2	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU296	1	1	1	0	0	0	0	0	0	0	0	4	0	1	0	0	1	3	0	0	0	1	2	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0
OTU316	2	2	0	4	1	1	0	2	3	1	0	1	1	0	0	0	3	0	0	0	0	3	0	0	1	0	0	0	0	0	4	4	0	0	4	1	0	0	0	1	0	1
OTU417	0	0	0	2	0	0	1	1	1	1	0	1	0	0	0	2	1	0	0	0	1	1	2	0	1	1	1	0	0	0	12	5	0	1	6	0	0	0	0	0	0	0
OTU304	4	0	0	2	0	0	1	3	4	0	0	5	0	1	2	2	2	2	0	2	0	1	1	0	1	5	1	0	0	2	7	7	1	0	8	0	0	0	0	2	0	1
OTU196	2	0	1	0	2	0	0	1	0	3	0	0	4	0	1	5	0	1	0	2	1	0	1	0	3	2	1	3	1	2	11	18	0	0	11	0	3	0	2	1	0	1
OTU197	0	0	0	1	0	0	1	2	0	2	1	0	0	0	3	2	0	0	1	2	1	3	0	0	0	2	0	0	0	0	4	9	2	0	3	0	1	0	0	0	0	0
OTU1283	0	1	0	1	0	1	2	0	1	0	0	5	0	0	0	1	0	0	0	0	1	1	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU137	0	1	1	8	0	1	1	4	1	4	3	0	3	1	0	2	0	0	0	2	4	3	0	0	0	3	3	0	0	1	8	14	1	0	10	0	0	2	0	1	0	0
OTU216	3	4	1	3	2	1	0	3	1	1	0	1	1	0	1	0	1	2	0	0	0	8	0	0	4	0	7	1	0	1	0	10	2	10	0	0	1	0	3	1	0	2
OTU1358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU194	0	0	0	0	0	0	3	0	1	3	0	0	3	0	0	1	0	0	0	2	0	1	1	0	1	0	0	0	0	0	2	6	0	0	5	0	0	0	0	0	0	2
OTU1035	3	4	3	8	6	2	3	3	7	3	0	3	3	2	1	2	2	0	1	1	4	6	1	1	3	5	0	0	5	7	0	3	3	0	0	5	0	6	2	2	4	0
OTU105	0	1	3	6	1	2	4	10	5	9	2	3	1	2	3	7	0	2	1	4	5	5	3	0	4	6	0	1	1	3	25	37	0	3	19	0	1	2	2	0	0	5
OTU145	0	1	0	2	0	0	0	3	2	5	1	3	0	4	3	3	0	1	3	1	3	5	0	0	1	5	3	3	0	1	7	15	0	3	7	1	0	1	0	0	0	1
OTU762	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU1186	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU1018	0	0	0	0	1	2	0	0	1	1	0	0	0	0	0	1	3	1	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	1	1	0	1	0	0	0	0	0
OTU400	0	0	0	3	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	2	0	0	0	0	1	4	0	0	6	0	1	0	0	0	0	0
OTU170	1	1	4	7	1	1	4	5	2	0	1	7	2	2	0	3	6	1	0	0	2	3	2	3	1	8	1	2	2	3	5	2	2	0	2	0	0	4	3	0	0	1
OTU218	0	0	0	6	0	1	0	0	0	2	0	8	0	0	0	1	0	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU406	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU89	0	1	8	4	5	2	3	4	1	7	3	12	1	2	8	3	4	3	1	5	2	12	17	3	8	27	8	5	6	7	1	3	2	7	2	2	0	6	2	3	8	4
OTU618	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU292	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	3	1	0	0	0	1	1	0	0	0	3	5	0	0	4	0	0	0	0	0	0	1
OTU240	1	1	1	7	0	0	3	5	1	1	0	2	0	1	2	2	1	1	0	1	1	3	5	0	0	1	1	3	2	4	4	14	0	0	12	0	0	1	1	0	0	5
OTU1062	1	1	0	1	5	3	2	5	3	3	1	1	2	2	3	2	0	0	0	2	2	1	0	0	1	4	2	0	0	0	5	13	1	0	19	1	0	0	0	0	1	2
OTU391	0	0	0	0	1	1	0	0	0	1	0	0	2	0	1	2	0	0	0	2	4	2	0	0	0	0	1	0	0	0	0	3	0	0	4	0	0	0	0	1	0	0
OTU697	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1127	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU1117	0	0	0	1	0	0	0	0	1	2	1	0	1	0	0	1	0	0	0	0	2	0	0	0	0	1	0	0	0	1	4	1	0	0	2	0	0	0	0	0	0	0
OTU325	0	0	0	4	0	0	0	2	3	2	0	0	1	0	2	6	0	0	0	1	3	1	0	0	0	0	1	0	0	0	3	8	0	0	2	0	0	0	0	0	0	1
OTU178	2	3	4	4	2	2	10	1	4	2	1	10	2	2	3	2	4	0	1	0	0	2	6	5	0	0	1	1	1	4	0	0	3	4	1	3	1	5	6	4	4	0
OTU350	0	0	1	1	1	0	2	0	0	1	0	2	0	0	1	2	0	0	0	0	1	0	0	0	0	0	1	0	0	0	2	1	0	1	0	0	0	0	0	1	0	0
OTU1003	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0
OTU371	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	1	0	0	0	0	1	0	4	0	0	2	0	0	1	0	0	0	0
OTU920	0	0	0	1	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU860	0	0	0	3	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU533	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0
OTU200	0	0	0	2	0	0	1	1	0	1	0	0	1	2	3	1	0	0	1	2	3	1	0	0	2	0	0	0	0	0	1	4	0	0	2	0	1	0	0	0	0	1
OTU366	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU414	0	0	0	1	0	0	4	0	1	0	1	0	0	0	0	0	5	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU497	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	2	3	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0
OTU182	1	0	6	0	0	0	1	0	1	26	1	0	0	1	0	0	1	5	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU577	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	2	2	0	0	0
OTU164	1	2	10	3	4	2	0	1	2	4	1	11	1	0	3	3	2	1	0	0	0	3	1	0	1	3	0	0	0	0	0	0	0	1	0	0	1	1	1	0	1	1
OTU290	0	1	1	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0	4	2	2	0	0	1	3	0	0	0	2	7	0	0	2	1	0	1	0	0	0	0
OTU793	0	0	0	0	0	0	2	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	1	0	0	0	0
OTU1147	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU839	0	0	0	11	0	0	0	2	1	5	0	0	0	0	1	3	0	0	0	1	1	2	0	0	1	2	1	0	1	0	4	2	0	0	3	0	0	0	0	0	0	0
OTU687	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
OTU308	1	0	1	0	0	1	1	0	2	0	1	0	0	0	0	3	1	1	0	0	0	0	0	0	0	1	2	0	0	4	0	2	0	0	2	0	0	0	0	0	1	0
OTU257	1	1	0	0	0	0	0	1	3	1	0	1	4	1	2	4	0	0	0	3	2	4	0	0	0	0	0	1	0	0	12	13	0	0	11	0	0	0	0	0	0	3
OTU191	1	1	0	3	0	0	2	7	2	3	4	3	12	2	2	6	0	3	1	6	1	1	2	1	10	10	4	0	0	3	11	23	0	0	23	0	2	1	0	0	0	1
OTU364	0	1	0	3	0	0	2	1	1	4	0	1	0	1	2	1	0	0	1	1	1	3	3	0	3	0	2	1	1	3	3	3	0	1	3	0	0	0	0	1	0	1
OTU875	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU370	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	1	1	0	2	0	2	0	0	0	1	0	0	0	1	2	3	0	0	5	0	2	3	0	0	0	2
OTU340	0	3	1	0	2	1	0	1	0	1	0	4	0	2	1	4	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1253	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU405	0	0	0	2	0	0	1	2	0	1	1	0	0	0	1	2	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0
OTU138	1	2	0	3	0	11	0	5	6	1	1	12	0	0	1	1	1	0	1	0	1	0	0	0	1	2	0	2	0	0	0	0	0	0	1	0	2	1	4	0	0	0
OTU823	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU893	0	1	0	0	0	0	4	1	1	2	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	3	0	2	3	7	0	0	8	0	0	0	0	0	0	2
